State,year,commodity,units,Sales
Alaska,2008,"Dairy products, Milk","$1,000     ",1392.0
Alaska,2008,Miscellaneous animals and products,"$1,000     ",2385.0
Alaska,2008,Other animals and products,"$1,000     ",2385.0
Alaska,2008,All other animals and products,"$1,000     ",2385.0
Alaska,2008,Crops,"$1,000     ",22498.0
Alaska,2008,Feed crops,"$1,000     ",4270.0
Alaska,2008,Barley,"$1,000     ",423.0
Alaska,2008,Hay,"$1,000     ",3822.0
Alaska,2008,Oats,"$1,000     ",25.0
Alaska,2008,Vegetables and melons,"$1,000     ",573.0
Alaska,2008,Potatoes,"$1,000     ",573.0
Alaska,2008,"Potatoes, Fall","$1,000     ",573.0
Alaska,2008,All other crops,"$1,000     ",17655.0
Alaska,2008,Floriculture,"$1,000     ",
Alaska,2008,Miscellaneous crops,"$1,000     ",17655.0
Alaska,2008,USDA/ERS Farm Income and Wealth Statistics,"$1,000     ",
Alaska,2009,All commodities,"$1,000     ",28174.0
Alaska,2009,Animals and products,"$1,000     ",5888.0
Alaska,2009,Meat animals,"$1,000     ",2140.0
Alaska,2009,Cattle and calves,"$1,000     ",1772.0
Alaska,2009,Hogs,"$1,000     ",368.0
Alaska,2009,"Dairy products, Milk","$1,000     ",1348.0
Alaska,2009,Miscellaneous animals and products,"$1,000     ",2400.0
Alaska,2009,Other animals and products,"$1,000     ",2400.0
Alaska,2009,All other animals and products,"$1,000     ",2400.0
Alaska,2009,Crops,"$1,000     ",22286.0
Alaska,2009,Feed crops,"$1,000     ",4401.0
Alaska,2009,Barley,"$1,000     ",596.0
Alaska,2009,Hay,"$1,000     ",3760.0
Alaska,2009,Oats,"$1,000     ",45.0
Alaska,2009,Vegetables and melons,"$1,000     ",1095.0
Alaska,2009,Potatoes,"$1,000     ",1095.0
Alaska,2009,"Potatoes, Fall","$1,000     ",1095.0
Alaska,2009,All other crops,"$1,000     ",16790.0
Alaska,2009,Floriculture,"$1,000     ",
Alaska,2009,Miscellaneous crops,"$1,000     ",16790.0
Alaska,2009,USDA/ERS Farm Income and Wealth Statistics,"$1,000     ",
Alaska,2010,All commodities,"$1,000     ",28921.0
Alaska,2010,Animals and products,"$1,000     ",6933.0
Alaska,2010,Meat animals,"$1,000     ",2908.0
Alaska,2010,Cattle and calves,"$1,000     ",2420.0
Alaska,2010,Hogs,"$1,000     ",488.0
Alaska,2010,"Dairy products, Milk","$1,000     ",1610.0
Alaska,2010,Miscellaneous animals and products,"$1,000     ",2415.0
Alaska,2010,Other animals and products,"$1,000     ",2415.0
Alaska,2010,All other animals and products,"$1,000     ",2415.0
Alaska,2010,Crops,"$1,000     ",21988.0
Alaska,2010,Feed crops,"$1,000     ",4787.0
Alaska,2010,Barley,"$1,000     ",746.0
Alaska,2010,Hay,"$1,000     ",3955.0
Alaska,2010,Oats,"$1,000     ",86.0
Alaska,2010,Vegetables and melons,"$1,000     ",1181.0
Alaska,2010,Potatoes,"$1,000     ",1181.0
Alaska,2010,"Potatoes, Fall","$1,000     ",1181.0
Alaska,2010,All other crops,"$1,000     ",16020.0
Alaska,2010,Floriculture,"$1,000     ",
Alaska,2010,Miscellaneous crops,"$1,000     ",16020.0
Alaska,2010,USDA/ERS Farm Income and Wealth Statistics,"$1,000     ",
Alaska,2011,All commodities,"$1,000     ",29284.0
Alaska,2011,Animals and products,"$1,000     ",7101.0
Alaska,2011,Meat animals,"$1,000     ",3037.0
Alaska,2011,Cattle and calves,"$1,000     ",2687.0
Alaska,2011,Hogs,"$1,000     ",350.0
Alaska,2011,"Dairy products, Milk","$1,000     ",1549.0
Alaska,2011,Miscellaneous animals and products,"$1,000     ",2515.0
Alaska,2011,Other animals and products,"$1,000     ",2515.0
Alaska,2011,All other animals and products,"$1,000     ",2515.0
Alaska,2011,Crops,"$1,000     ",22183.0
Alaska,2011,Feed crops,"$1,000     ",4698.0
Alaska,2011,Barley,"$1,000     ",798.0
Alaska,2011,Hay,"$1,000     ",3731.0
Alaska,2011,Oats,"$1,000     ",170.0
Alaska,2011,Vegetables and melons,"$1,000     ",1254.0
Alaska,2011,Potatoes,"$1,000     ",1254.0
Alaska,2011,"Potatoes, Fall","$1,000     ",1254.0
Alaska,2011,All other crops,"$1,000     ",16231.0
Alaska,2011,Floriculture,"$1,000     ",
Alaska,2011,Miscellaneous crops,"$1,000     ",16231.0
Alaska,2011,USDA/ERS Farm Income and Wealth Statistics,"$1,000     ",
Alaska,2012,All commodities,"$1,000     ",30431.0
Alaska,2012,Animals and products,"$1,000     ",7246.0
Alaska,2012,Meat animals,"$1,000     ",3485.0
Alaska,2012,Cattle and calves,"$1,000     ",3293.0
Alaska,2012,Hogs,"$1,000     ",192.0
Alaska,2012,"Dairy products, Milk","$1,000     ",1296.0
Alaska,2012,Miscellaneous animals and products,"$1,000     ",2465.0
Alaska,2012,Other animals and products,"$1,000     ",2465.0
Alaska,2012,All other animals and products,"$1,000     ",2465.0
Alaska,2012,Crops,"$1,000     ",23185.0
Alaska,2012,Feed crops,"$1,000     ",5585.0
Alaska,2012,Barley,"$1,000     ",889.0
Alaska,2012,Hay,"$1,000     ",4509.0
Alaska,2012,Oats,"$1,000     ",187.0
Alaska,2012,Vegetables and melons,"$1,000     ",1158.0
Alaska,2012,Potatoes,"$1,000     ",1158.0
Alaska,2012,"Potatoes, Fall","$1,000     ",1158.0
Alaska,2012,All other crops,"$1,000     ",16442.0
Alaska,2012,Floriculture,"$1,000     ",
Alaska,2012,Miscellaneous crops,"$1,000     ",16442.0
Alaska,2012,USDA/ERS Farm Income and Wealth Statistics,"$1,000     ",
Alaska,2013,All commodities,"$1,000     ",28253.0
Alaska,2013,Animals and products,"$1,000     ",5117.0
Alaska,2013,Meat animals,"$1,000     ",1797.0
Alaska,2013,Cattle and calves,"$1,000     ",1605.0
Alaska,2013,Hogs,"$1,000     ",192.0
Alaska,2013,"Dairy products, Milk","$1,000     ",660.0
Alaska,2013,Miscellaneous animals and products,"$1,000     ",2660.0
Alaska,2013,Other animals and products,"$1,000     ",2660.0
Alaska,2013,All other animals and products,"$1,000     ",2660.0
Alaska,2013,Crops,"$1,000     ",23136.0
Alaska,2013,Feed crops,"$1,000     ",4548.0
Alaska,2013,Barley,"$1,000     ",706.0
Alaska,2013,Hay,"$1,000     ",3767.0
Alaska,2013,Oats,"$1,000     ",74.0
Alaska,2013,Vegetables and melons,"$1,000     ",1013.0
Alaska,2013,Potatoes,"$1,000     ",1013.0
Alaska,2013,"Potatoes, Fall","$1,000     ",1013.0
Alaska,2013,All other crops,"$1,000     ",17575.0
Alaska,2013,Floriculture,"$1,000     ",
Alaska,2013,Miscellaneous crops,"$1,000     ",17575.0
Alaska,2013,USDA/ERS Farm Income and Wealth Statistics,"$1,000     ",
Alaska,2014,All commodities,"$1,000     ",31799.0
Alaska,2014,Animals and products,"$1,000     ",5981.0
Alaska,2014,Meat animals,"$1,000     ",2368.0
Alaska,2014,Cattle and calves,"$1,000     ",2059.0
Alaska,2014,Hogs,"$1,000     ",309.0
Alaska,2014,"Dairy products, Milk","$1,000     ",723.0
Alaska,2014,Miscellaneous animals and products,"$1,000     ",2890.0
Alaska,2014,Other animals and products,"$1,000     ",2890.0
Alaska,2014,All other animals and products,"$1,000     ",2890.0
Alaska,2014,Crops,"$1,000     ",25818.0
Alaska,2014,Feed crops,"$1,000     ",5722.0
Alaska,2014,Barley,"$1,000     ",843.0
Alaska,2014,Hay,"$1,000     ",4759.0
Alaska,2014,Oats,"$1,000     ",119.0
Alaska,2014,Vegetables and melons,"$1,000     ",975.0
Alaska,2014,Potatoes,"$1,000     ",975.0
Alaska,2014,"Potatoes, Fall","$1,000     ",975.0
Alaska,2014,All other crops,"$1,000     ",19121.0
Alaska,2014,Floriculture,"$1,000     ",
Alaska,2014,Miscellaneous crops,"$1,000     ",19121.0
Alaska,2014,USDA/ERS Farm Income and Wealth Statistics,"$1,000     ",
Alaska,2015,All commodities,"$1,000     ",31264.0
Alaska,2015,Animals and products,"$1,000     ",5944.0
Alaska,2015,Meat animals,"$1,000     ",2357.0
Alaska,2015,Cattle and calves,"$1,000     ",1935.0
Alaska,2015,Hogs,"$1,000     ",422.0
Alaska,2015,"Dairy products, Milk","$1,000     ",682.0
Alaska,2015,Miscellaneous animals and products,"$1,000     ",2905.0
Alaska,2015,Other animals and products,"$1,000     ",2905.0
Alaska,2015,All other animals and products,"$1,000     ",2905.0
Alaska,2015,Crops,"$1,000     ",25320.0
Alaska,2015,Feed crops,"$1,000     ",5223.0
Alaska,2015,Barley,"$1,000     ",854.0
Alaska,2015,Hay,"$1,000     ",4255.0
Alaska,2015,Oats,"$1,000     ",114.0
Alaska,2015,Vegetables and melons,"$1,000     ",1006.0
Alaska,2015,Potatoes,"$1,000     ",1006.0
Alaska,2015,"Potatoes, Fall","$1,000     ",1006.0
Alaska,2015,All other crops,"$1,000     ",19092.0
Alaska,2015,Floriculture,"$1,000     ",
Alaska,2015,Miscellaneous crops,"$1,000     ",19092.0
Alaska,2015,USDA/ERS Farm Income and Wealth Statistics,"$1,000     ",
Alaska,2016,All commodities,"$1,000     ",32581.0
Alaska,2016,Animals and products,"$1,000     ",6364.0
Alaska,2016,Meat animals,"$1,000     ",2368.0
Alaska,2016,Cattle and calves,"$1,000     ",1952.0
Alaska,2016,Hogs,"$1,000     ",416.0
Alaska,2016,"Dairy products, Milk","$1,000     ",701.0
Alaska,2016,Miscellaneous animals and products,"$1,000     ",3295.0
Alaska,2016,Other animals and products,"$1,000     ",3295.0
Alaska,2016,All other animals and products,"$1,000     ",3295.0
Alaska,2016,Crops,"$1,000     ",26217.0
Alaska,2016,Feed crops,"$1,000     ",5808.0
Alaska,2016,Barley,"$1,000     ",863.0
Alaska,2016,Hay,"$1,000     ",4825.0
Alaska,2016,Oats,"$1,000     ",120.0
Alaska,2016,Vegetables and melons,"$1,000     ",924.0
Alaska,2016,Potatoes,"$1,000     ",924.0
Alaska,2016,"Potatoes, Fall","$1,000     ",924.0
Alaska,2016,All other crops,"$1,000     ",19484.0
Alaska,2016,Floriculture,"$1,000     ",
Alaska,2016,Miscellaneous crops,"$1,000     ",19484.0
Alaska,2016,USDA/ERS Farm Income and Wealth Statistics,"$1,000     ",
Alaska,2017,All commodities,"$1,000     ",35255.0
Alaska,2017,Animals and products,"$1,000     ",6527.0
Alaska,2017,Meat animals,"$1,000     ",2393.0
Alaska,2017,Cattle and calves,"$1,000     ",1750.0
Alaska,2017,Hogs,"$1,000     ",643.0
Alaska,2017,"Dairy products, Milk","$1,000     ",550.0
Alaska,2017,Miscellaneous animals and products,"$1,000     ",3584.0
Alaska,2017,Other animals and products,"$1,000     ",3584.0
Alaska,2017,All other animals and products,"$1,000     ",3584.0
Alaska,2017,Crops,"$1,000     ",28728.0
Alaska,2017,Feed crops,"$1,000     ",6288.0
Alaska,2017,Barley,"$1,000     ",1111.0
Alaska,2017,Hay,"$1,000     ",5033.0
Alaska,2017,Oats,"$1,000     ",144.0
Alaska,2017,Vegetables and melons,"$1,000     ",1754.0
Alaska,2017,Potatoes,"$1,000     ",1754.0
Alaska,2017,"Potatoes, Fall","$1,000     ",1754.0
Alaska,2017,All other crops,"$1,000     ",20686.0
Alaska,2017,Floriculture,"$1,000     ",
Alaska,2017,Miscellaneous crops,"$1,000     ",20686.0
Alaska,2017,USDA/ERS Farm Income and Wealth Statistics,"$1,000     ",
Alaska,2018,All commodities,"$1,000     ",38417.0
Alaska,2018,Animals and products,"$1,000     ",7991.0
Alaska,2018,Meat animals,"$1,000     ",3911.0
Alaska,2018,Cattle and calves,"$1,000     ",3576.0
Alaska,2018,Hogs,"$1,000     ",335.0
Alaska,2018,"Dairy products, Milk","$1,000     ",506.0
Alaska,2018,Miscellaneous animals and products,"$1,000     ",3574.0
Alaska,2018,Other animals and products,"$1,000     ",3574.0
Alaska,2018,All other animals and products,"$1,000     ",3574.0
Alaska,2018,Crops,"$1,000     ",30426.0
Alaska,2018,Feed crops,"$1,000     ",6464.0
Alaska,2018,Barley,"$1,000     ",1000.0
Alaska,2018,Hay,"$1,000     ",5464.0
Alaska,2018,Oats,"$1,000     ",
Alaska,2018,Vegetables and melons,"$1,000     ",3111.0
Alaska,2018,Potatoes,"$1,000     ",3111.0
Alaska,2018,"Potatoes, Fall","$1,000     ",3111.0
Alaska,2018,All other crops,"$1,000     ",20852.0
Alaska,2018,Floriculture,"$1,000     ",7016.0
Alaska,2018,Miscellaneous crops,"$1,000     ",13836.0
Alaska,2018,USDA/ERS Farm Income and Wealth Statistics,"$1,000     ",
Alaska,2019,All commodities,"$1,000     ",38261.0
Alaska,2019,Animals and products,"$1,000     ",7464.0
Alaska,2019,Meat animals,"$1,000     ",3941.0
Alaska,2019,Cattle and calves,"$1,000     ",3423.0
Alaska,2019,Hogs,"$1,000     ",518.0
Alaska,2019,"Dairy products, Milk","$1,000     ",264.0
Alaska,2019,Miscellaneous animals and products,"$1,000     ",3259.0
Alaska,2019,Other animals and products,"$1,000     ",3259.0
Alaska,2019,All other animals and products,"$1,000     ",3259.0
Alaska,2019,Crops,"$1,000     ",30797.0
Alaska,2019,Feed crops,"$1,000     ",6682.0
Alaska,2019,Barley,"$1,000     ",792.0
Alaska,2019,Hay,"$1,000     ",5891.0
Alaska,2019,Oats,"$1,000     ",
Alaska,2019,Vegetables and melons,"$1,000     ",
Alaska,2019,Potatoes,"$1,000     ",
Alaska,2019,"Potatoes, Fall","$1,000     ",
Alaska,2019,All other crops,"$1,000     ",24115.0
Alaska,2019,Floriculture,"$1,000     ",7254.0
Alaska,2019,Miscellaneous crops,"$1,000     ",16861.0
Alaska,2019,USDA/ERS Farm Income and Wealth Statistics,"$1,000     ",
Alaska,2020,All commodities,"$1,000     ",40095.0
Alaska,2020,Animals and products,"$1,000     ",8260.0
Alaska,2020,Meat animals,"$1,000     ",4697.0
Alaska,2020,Cattle and calves,"$1,000     ",4379.0
Alaska,2020,Hogs,"$1,000     ",318.0
Alaska,2020,"Dairy products, Milk","$1,000     ",254.0
Alaska,2020,Miscellaneous animals and products,"$1,000     ",3309.0
Alaska,2020,Other animals and products,"$1,000     ",3309.0
Alaska,2020,All other animals and products,"$1,000     ",3309.0
Alaska,2020,Crops,"$1,000     ",31835.0
Alaska,2020,Feed crops,"$1,000     ",6334.0
Alaska,2020,Barley,"$1,000     ",991.0
Alaska,2020,Hay,"$1,000     ",5343.0
Alaska,2020,Oats,"$1,000     ",
Alaska,2020,Vegetables and melons,"$1,000     ",
Alaska,2020,Potatoes,"$1,000     ",
Alaska,2020,"Potatoes, Fall","$1,000     ",
Alaska,2020,All other crops,"$1,000     ",25501.0
Alaska,2020,Floriculture,"$1,000     ",7861.0
Alaska,2020,Miscellaneous crops,"$1,000     ",17640.0
Alaska,2020,USDA/ERS Farm Income and Wealth Statistics,"$1,000     ",
Alaska,2021,All commodities,"$1,000     ",46243.0
Alaska,2021,Animals and products,"$1,000     ",7533.0
Alaska,2021,Meat animals,"$1,000     ",3374.0
Alaska,2021,Cattle and calves,"$1,000     ",2902.0
Alaska,2021,Hogs,"$1,000     ",472.0
Alaska,2021,"Dairy products, Milk","$1,000     ",353.0
Alaska,2021,Miscellaneous animals and products,"$1,000     ",3806.0
Alaska,2021,Other animals and products,"$1,000     ",3806.0
Alaska,2021,All other animals and products,"$1,000     ",3806.0
Alaska,2021,Crops,"$1,000     ",38710.0
Alaska,2021,Feed crops,"$1,000     ",6867.0
Alaska,2021,Barley,"$1,000     ",1365.0
Alaska,2021,Hay,"$1,000     ",5502.0
Alaska,2021,Oats,"$1,000     ",
Alaska,2021,Vegetables and melons,"$1,000     ",
Alaska,2021,Potatoes,"$1,000     ",
Alaska,2021,"Potatoes, Fall","$1,000     ",
Alaska,2021,All other crops,"$1,000     ",31843.0
Alaska,2021,Floriculture,"$1,000     ",13465.0
Alaska,2021,Miscellaneous crops,"$1,000     ",18378.0
Alaska,2021,USDA/ERS Farm Income and Wealth Statistics,"$1,000     ",
Alaska,2022,All commodities,"$1,000     ",48853.0
Alaska,2022,Animals and products,"$1,000     ",10344.0
Alaska,2022,Meat animals,"$1,000     ",5175.0
Alaska,2022,Cattle and calves,"$1,000     ",4691.0
Alaska,2022,Hogs,"$1,000     ",484.0
Alaska,2022,"Dairy products, Milk","$1,000     ",450.0
Alaska,2022,Miscellaneous animals and products,"$1,000     ",4719.0
Alaska,2022,Other animals and products,"$1,000     ",4719.0
Alaska,2022,All other animals and products,"$1,000     ",4719.0
Alaska,2022,Crops,"$1,000     ",38509.0
Alaska,2022,Feed crops,"$1,000     ",6037.0
Alaska,2022,Barley,"$1,000     ",1121.0
Alaska,2022,Hay,"$1,000     ",4916.0
Alaska,2022,Oats,"$1,000     ",
Alaska,2022,Vegetables and melons,"$1,000     ",
Alaska,2022,Potatoes,"$1,000     ",
Alaska,2022,"Potatoes, Fall","$1,000     ",
Alaska,2022,All other crops,"$1,000     ",32472.0
Alaska,2022,Floriculture,"$1,000     ",13217.0
Alaska,2022,Miscellaneous crops,"$1,000     ",19255.0
Alaska,2022,USDA/ERS Farm Income and Wealth Statistics,"$1,000     ",
Alaska,2023,All commodities,"$1,000     ",49865.0
Alaska,2023,Animals and products,"$1,000     ",9856.0
Alaska,2023,Meat animals,"$1,000     ",5175.0
Alaska,2023,Cattle and calves,"$1,000     ",4861.0
Alaska,2023,Hogs,"$1,000     ",314.0
Alaska,2023,"Dairy products, Milk","$1,000     ",552.0
Alaska,2023,Miscellaneous animals and products,"$1,000     ",4129.0
Alaska,2023,Other animals and products,"$1,000     ",4129.0
Alaska,2023,All other animals and products,"$1,000     ",4129.0
Alaska,2023,Crops,"$1,000     ",40009.0
Alaska,2023,Feed crops,"$1,000     ",7283.0
Alaska,2023,Barley,"$1,000     ",1150.0
Alaska,2023,Hay,"$1,000     ",6133.0
Alaska,2023,Oats,"$1,000     ",
Alaska,2023,Vegetables and melons,"$1,000     ",
Alaska,2023,Potatoes,"$1,000     ",
Alaska,2023,"Potatoes, Fall","$1,000     ",
Alaska,2023,All other crops,"$1,000     ",32726.0
Alaska,2023,Floriculture,"$1,000     ",13248.0
Alaska,2023,Miscellaneous crops,"$1,000     ",19478.0
Alaska,2023,USDA/ERS Farm Income and Wealth Statistics,"$1,000     ",
Alaska,2024,All commodities,"$1,000     ",52568.0
Alaska,2024,Animals and products,"$1,000     ",11465.0
Alaska,2024,Meat animals,"$1,000     ",6591.0
Alaska,2024,Cattle and calves,"$1,000     ",6028.0
Alaska,2024,Hogs,"$1,000     ",563.0
Alaska,2024,"Dairy products, Milk","$1,000     ",660.0
Alaska,2024,Miscellaneous animals and products,"$1,000     ",4214.0
Alaska,2024,Other animals and products,"$1,000     ",4214.0
Alaska,2024,All other animals and products,"$1,000     ",4214.0
Alaska,2024,Crops,"$1,000     ",41103.0
Alaska,2024,Feed crops,"$1,000     ",8386.0
Alaska,2024,Barley,"$1,000     ",1599.0
Alaska,2024,Hay,"$1,000     ",6787.0
Alaska,2024,Oats,"$1,000     ",
Alaska,2024,Vegetables and melons,"$1,000     ",
Alaska,2024,Potatoes,"$1,000     ",
Alaska,2024,"Potatoes, Fall","$1,000     ",
Alaska,2024,All other crops,"$1,000     ",32717.0
Alaska,2024,Floriculture,"$1,000     ",13248.0
Alaska,2024,Miscellaneous crops,"$1,000     ",19469.0
Alaska,2024,USDA/ERS Farm Income and Wealth Statistics,"$1,000     ",
Arizona,2008,All commodities,"$1,000     ",3456240.0
Arizona,2008,Animals and products,"$1,000     ",1486365.0
Arizona,2008,Meat animals,"$1,000     ",679681.0
Arizona,2008,Cattle and calves,"$1,000     ",636624.0
Arizona,2008,Hogs,"$1,000     ",43057.0
Arizona,2008,"Dairy products, Milk","$1,000     ",763488.0
Arizona,2008,Poultry and eggs,"$1,000     ",24163.0
Arizona,2008,Chicken eggs,"$1,000     ",18384.0
Arizona,2008,Farm chickens,"$1,000     ",13.0
Arizona,2008,Turkeys,"$1,000     ",5766.0
Arizona,2008,Miscellaneous animals and products,"$1,000     ",19033.0
Arizona,2008,Aquaculture,"$1,000     ",
Arizona,2008,Trout,"$1,000     ",
Arizona,2008,Sheep and lambs,"$1,000     ",6102.0
Arizona,2008,Honey,"$1,000     ",2016.0
Arizona,2008,Mohair,"$1,000     ",115.0
Arizona,2008,Other animals and products,"$1,000     ",10575.0
Arizona,2008,All other animals and products,"$1,000     ",10575.0
Arizona,2008,Wool,"$1,000     ",225.0
Arizona,2008,Crops,"$1,000     ",1969874.0
Arizona,2008,Food grains,"$1,000     ",95388.0
Arizona,2008,Wheat,"$1,000     ",95388.0
Arizona,2008,Feed crops,"$1,000     ",276387.0
Arizona,2008,Barley,"$1,000     ",16955.0
Arizona,2008,Corn,"$1,000     ",14361.0
Arizona,2008,Hay,"$1,000     ",238397.0
Arizona,2008,Sorghum,"$1,000     ",6675.0
Arizona,2008,Cotton,"$1,000     ",197236.0
Arizona,2008,Cotton lint,"$1,000     ",165517.0
Arizona,2008,"Cotton lint, Long staple","$1,000     ",3502.0
Arizona,2008,"Cotton lint, Upland","$1,000     ",162015.0
Arizona,2008,Cottonseed,"$1,000     ",31719.0
Arizona,2008,Oil crops,"$1,000     ",537.0
Arizona,2008,Safflower,"$1,000     ",537.0
Arizona,2008,Vegetables and melons,"$1,000     ",758187.0
Arizona,2008,Dry beans,"$1,000     ",
Arizona,2008,Potatoes,"$1,000     ",14399.0
Arizona,2008,"Potatoes, Spring","$1,000     ",14399.0
Arizona,2008,Broccoli,"$1,000     ",57988.0
Arizona,2008,Cabbage,"$1,000     ",18257.0
Arizona,2008,"Cabbage, Fresh","$1,000     ",18257.0
Arizona,2008,Carrots,"$1,000     ",26576.0
Arizona,2008,"Carrots, Fresh","$1,000     ",24828.0
Arizona,2008,"Carrots, Processing","$1,000     ",1748.0
Arizona,2008,Cauliflower,"$1,000     ",34960.0
Arizona,2008,Lettuce,"$1,000     ",373026.0
Arizona,2008,"Lettuce, Head","$1,000     ",185998.0
Arizona,2008,"Lettuce, Leaf","$1,000     ",81281.0
Arizona,2008,"Lettuce, Romaine","$1,000     ",105747.0
Arizona,2008,Onions,"$1,000     ",5828.0
Arizona,2008,"Onions, Spring","$1,000     ",5828.0
Arizona,2008,"Peppers, Chile","$1,000     ",10964.0
Arizona,2008,Spinach,"$1,000     ",28215.0
Arizona,2008,"Spinach, Fresh","$1,000     ",28215.0
Arizona,2008,"Spinach, Processing","$1,000     ",
Arizona,2008,Cantaloups,"$1,000     ",118825.0
Arizona,2008,Honeydews,"$1,000     ",22494.0
Arizona,2008,Watermelon,"$1,000     ",46656.0
Arizona,2008,Fruits and nuts,"$1,000     ",91850.0
Arizona,2008,Grapefruit,"$1,000     ",868.0
Arizona,2008,Lemons,"$1,000     ",49982.0
Arizona,2008,Oranges,"$1,000     ",2350.0
Arizona,2008,Tangerines,"$1,000     ",8634.0
Arizona,2008,Apples,"$1,000     ",4021.0
Arizona,2008,Dates,"$1,000     ",
Arizona,2008,Grapes,"$1,000     ",620.0
Arizona,2008,Pecans,"$1,000     ",25375.0
Arizona,2008,All other crops,"$1,000     ",550289.0
Arizona,2008,Floriculture,"$1,000     ",
Arizona,2008,Miscellaneous crops,"$1,000     ",550289.0
Arizona,2008,USDA/ERS Farm Income and Wealth Statistics,"$1,000     ",
Arizona,2009,All commodities,"$1,000     ",3037786.0
Arizona,2009,Animals and products,"$1,000     ",1175979.0
Arizona,2009,Meat animals,"$1,000     ",638460.0
Arizona,2009,Cattle and calves,"$1,000     ",600100.0
Arizona,2009,Hogs,"$1,000     ",38360.0
Arizona,2009,"Dairy products, Milk","$1,000     ",492349.0
Arizona,2009,Poultry and eggs,"$1,000     ",18685.0
Arizona,2009,Chicken eggs,"$1,000     ",13084.0
Arizona,2009,Farm chickens,"$1,000     ",10.0
Arizona,2009,Turkeys,"$1,000     ",5591.0
Arizona,2009,Miscellaneous animals and products,"$1,000     ",26485.0
Arizona,2009,Aquaculture,"$1,000     ",
Arizona,2009,Trout,"$1,000     ",
Arizona,2009,Sheep and lambs,"$1,000     ",4644.0
Arizona,2009,Honey,"$1,000     ",1508.0
Arizona,2009,Mohair,"$1,000     ",104.0
Arizona,2009,Other animals and products,"$1,000     ",20048.0
Arizona,2009,All other animals and products,"$1,000     ",20048.0
Arizona,2009,Wool,"$1,000     ",181.0
Arizona,2009,Crops,"$1,000     ",1861807.0
Arizona,2009,Food grains,"$1,000     ",129807.0
Arizona,2009,Wheat,"$1,000     ",129807.0
Arizona,2009,Feed crops,"$1,000     ",222562.0
Arizona,2009,Barley,"$1,000     ",18468.0
Arizona,2009,Corn,"$1,000     ",12773.0
Arizona,2009,Hay,"$1,000     ",183961.0
Arizona,2009,Sorghum,"$1,000     ",7360.0
Arizona,2009,Cotton,"$1,000     ",141723.0
Arizona,2009,Cotton lint,"$1,000     ",112084.0
Arizona,2009,"Cotton lint, Long staple","$1,000     ",908.0
Arizona,2009,"Cotton lint, Upland","$1,000     ",111176.0
Arizona,2009,Cottonseed,"$1,000     ",29639.0
Arizona,2009,Oil crops,"$1,000     ",1073.0
Arizona,2009,Safflower,"$1,000     ",1073.0
Arizona,2009,Vegetables and melons,"$1,000     ",790692.0
Arizona,2009,Dry beans,"$1,000     ",7736.0
Arizona,2009,Potatoes,"$1,000     ",16173.0
Arizona,2009,"Potatoes, Spring","$1,000     ",16173.0
Arizona,2009,Broccoli,"$1,000     ",43524.0
Arizona,2009,Cabbage,"$1,000     ",19000.0
Arizona,2009,"Cabbage, Fresh","$1,000     ",19000.0
Arizona,2009,Carrots,"$1,000     ",
Arizona,2009,"Carrots, Fresh","$1,000     ",
Arizona,2009,"Carrots, Processing","$1,000     ",
Arizona,2009,Cauliflower,"$1,000     ",28480.0
Arizona,2009,Lettuce,"$1,000     ",449632.0
Arizona,2009,"Lettuce, Head","$1,000     ",252816.0
Arizona,2009,"Lettuce, Leaf","$1,000     ",67940.0
Arizona,2009,"Lettuce, Romaine","$1,000     ",128876.0
Arizona,2009,Onions,"$1,000     ",6509.0
Arizona,2009,"Onions, Spring","$1,000     ",6509.0
Arizona,2009,"Peppers, Chile","$1,000     ",10429.0
Arizona,2009,Spinach,"$1,000     ",45864.0
Arizona,2009,"Spinach, Fresh","$1,000     ",45864.0
Arizona,2009,"Spinach, Processing","$1,000     ",
Arizona,2009,Cantaloups,"$1,000     ",115230.0
Arizona,2009,Honeydews,"$1,000     ",16315.0
Arizona,2009,Watermelon,"$1,000     ",31801.0
Arizona,2009,Fruits and nuts,"$1,000     ",77799.0
Arizona,2009,Grapefruit,"$1,000     ",237.0
Arizona,2009,Lemons,"$1,000     ",29641.0
Arizona,2009,Oranges,"$1,000     ",2362.0
Arizona,2009,Tangerines,"$1,000     ",9854.0
Arizona,2009,Apples,"$1,000     ",1305.0
Arizona,2009,Dates,"$1,000     ",
Arizona,2009,Grapes,"$1,000     ",
Arizona,2009,Pecans,"$1,000     ",34400.0
Arizona,2009,All other crops,"$1,000     ",498150.0
Arizona,2009,Floriculture,"$1,000     ",
Arizona,2009,Miscellaneous crops,"$1,000     ",498150.0
Arizona,2009,USDA/ERS Farm Income and Wealth Statistics,"$1,000     ",
Arizona,2010,All commodities,"$1,000     ",3442651.0
Arizona,2010,Animals and products,"$1,000     ",1406245.0
Arizona,2010,Meat animals,"$1,000     ",691838.0
Arizona,2010,Cattle and calves,"$1,000     ",638697.0
Arizona,2010,Hogs,"$1,000     ",53141.0
Arizona,2010,"Dairy products, Milk","$1,000     ",657942.0
Arizona,2010,Poultry and eggs,"$1,000     ",21351.0
Arizona,2010,Chicken eggs,"$1,000     ",14363.0
Arizona,2010,Farm chickens,"$1,000     ",13.0
Arizona,2010,Turkeys,"$1,000     ",6975.0
Arizona,2010,Miscellaneous animals and products,"$1,000     ",35114.0
